UID;Artist Name;Track Title;Album Title;Date;Genre;Style;Length;Release;Publisher;Album Artist;Rating;Mood;Track Number;Total Tracks;Disc Number;Total Discs;URL;Play count;First played;Last played;Play stamp;Track URL
mia04992cm03;Aphilas;Collective Memory Loss;Instrumentally Ill EP;2003;Electronic;Ambient;166;mia049;Miasmah;Aphilas;3;2;03;06;1;1;http://www.archive.org/details/mia049;9;2005-09-18 21:31:10;2010-01-31 09:27:23;2009-04-20 17:55:39, 2010-01-31 09:27:23;?
mia04998rs04;Aphilas;Remain Solid;Instrumentally Ill EP;2003;Electronic;Ambient;268;mia049;Miasmah;Aphilas;2;2;04;06;1;1;http://www.archive.org/details/mia049;3;2007-02-08 23:50:22;2010-03-14 19:05:50;2010-03-14 19:05:50;?
mia04911bm05;Aphilas;Blind Matador Techniques;Instrumentally Ill EP;2003;Electronic;Ambient;235;mia049;Miasmah;Aphilas;3;1;05;06;1;1;http://www.archive.org/details/mia049;3;2006-07-23 23:48:02;2010-03-14 19:15:33;2010-03-14 19:15:33;?
mia04990td06;Aphilas;The Dubbed Coil Of Smoke;Instrumentally Ill EP;2003;Electronic;Ambient;264;mia049;Miasmah;Aphilas;2;1;06;06;1;1;http://www.archive.org/details/mia049;4;2006-11-28 21:10:55;2010-03-14 19:19:38;2010-03-14 19:19:38;?
Miga2852mb01;Franco Bianco;Migros Budget;Origenes;2008;Electronic;IDM;433;Miga28;Miga;Franco Bianco;2;3;01;05;1;1;http://www.archive.org/details/miga28;1;2011-09-18 15:53:46;2011-09-18 15:53:46;2011-09-18 15:53:46;?
Miga2862co02;Franco Bianco;Complejos Out of Stock;Origenes;2008;Electronic;IDM;392;Miga28;Miga;Franco Bianco;4;3;02;05;1;1;http://www.archive.org/details/miga28;2;2011-09-18 15:58:07;2011-10-15 22:27:38;2011-09-18 15:58:07, 2011-10-15 22:27:38;?
Miga2849p03;Franco Bianco;Patriarca;Origenes;2008;Electronic;IDM;531;Miga28;Miga;Franco Bianco;2;2;03;05;1;1;http://www.archive.org/details/miga28;1;2011-09-18 16:04:39;2011-09-18 16:04:39;2011-09-18 16:04:39;?
Miga2888ij04;Franco Bianco;Intensidad Juraschek;Origenes;2008;Electronic;IDM;355;Miga28;Miga;Franco Bianco;2;3;04;05;1;1;http://www.archive.org/details/miga28;1;2011-09-18 16:11:35;2011-09-18 16:11:35;2011-09-18 16:11:35;?
Miga2834o05;Franco Bianco;Origenes;Origenes;2008;Electronic;IDM;645;Miga28;Miga;Franco Bianco;2;2;05;05;1;1;http://www.archive.org/details/miga28;1;2011-09-18 16:17:30;2011-09-18 16:17:30;2011-09-18 16:17:30;?
Miga4270m01;adapt;Moon;Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;264;Miga42;Miga;adapt;3;1;01;08;1;1;http://www.archive.org/details/miga42;2;2011-09-18 16:18:29;2011-09-18 18:24:20;2011-09-18 16:18:29, 2011-09-18 18:24:20;?
Miga4252ji02;adapt;Jupiter in dub;Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;263;Miga42;Miga;adapt;2;2;02;08;1;1;http://www.archive.org/details/miga42;1;2011-09-18 18:26:26;2011-09-18 18:26:26;2011-09-18 18:26:26;?
Miga4248vu03;adapt;Venus underwater;Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;265;Miga42;Miga;adapt;2;2;03;08;1;1;http://www.archive.org/details/miga42;1;2011-09-18 18:30:49;2011-09-18 18:30:49;2011-09-18 18:30:49;?
Miga4244o04;adapt;observe & report (feat David Whitaker);Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;272;Miga42;Miga;adapt;3;2;04;08;1;1;http://www.archive.org/details/miga42;1;2011-09-18 18:33:48;2011-09-18 18:33:48;2011-09-18 18:33:48;?
Miga4263ao05;adapt;alone on Mars;Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;265;Miga42;Miga;adapt;2;1;05;08;1;1;http://www.archive.org/details/miga42;1;2011-09-18 18:38:20;2011-09-18 18:38:20;2011-09-18 18:38:20;?
Miga4204mc06;adapt;Mercury cry;Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;342;Miga42;Miga;adapt;3;1;06;08;1;1;http://www.archive.org/details/miga42;2;2011-09-18 18:42:45;2011-09-18 20:21:19;2011-09-18 18:42:45, 2011-09-18 20:21:19;?
Miga4241nk07;adapt;Norbert Kristof - white dress (adapt Saturn Remix);Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;224;Miga42;Miga;adapt;3;1;07;08;1;1;http://www.archive.org/details/miga42;2;2011-09-18 20:20:59;2011-09-18 20:24:36;2011-09-18 20:20:59, 2011-09-18 20:24:36;?
Miga4208bn08;adapt;bad news from Uranus;Vamos a un lugar espacial EP;2010;Electronic;Ambient, Trip Hop;322;Miga42;Miga;adapt;3;2;08;08;1;1;http://www.archive.org/details/miga42;1;2011-09-18 20:17:36;2011-09-18 20:17:36;2011-09-18 20:17:36;?
Miga4307bf01;SkeAmo;Breath  feat. Chenene;erA;2011;Electronic;Ambient, Piano;210;Miga43;Miga;SkeAmo;2;1;01;05;1;1;http://www.archive.org/details/miga43;1;2011-09-18 20:28:08;2011-09-18 20:28:08;2011-09-18 20:28:08;?
Miga4365cf02;SkeAmo;Chrysalis feat. Worenagia;erA;2011;Electronic;Ambient, Piano;258;Miga43;Miga;SkeAmo;3;1;02;05;1;1;http://www.archive.org/details/miga43;1;2011-09-18 20:31:38;2011-09-18 20:31:38;2011-09-18 20:31:38;?
Miga4301aa03;SkeAmo;Angel A;erA;2011;Electronic;Ambient, Piano;219;Miga43;Miga;SkeAmo;4;1;03;05;1;1;http://www.archive.org/details/miga43;4;2011-09-18 20:35:56;2013-01-06 22:10:58;2011-09-18 20:35:56, 2011-09-18 20:41:50, 2011-10-15 22:37:15, 2013-01-06 22:10:58;?
Miga4356bf04;SkeAmo;Basho feat. Yoka;erA;2011;Electronic;Ambient, Piano;251;Miga43;Miga;SkeAmo;2;1;04;05;1;1;http://www.archive.org/details/miga43;1;2011-09-18 20:39:35;2011-09-18 20:39:35;2011-09-18 20:39:35;?
Miga4342si05;SkeAmo;Simbiosis I feat. Chenene;erA;2011;Electronic;Ambient, Piano;228;Miga43;Miga;SkeAmo;2;1;05;05;1;1;http://www.archive.org/details/miga43;1;2011-09-18 20:41:40;2011-09-18 20:41:40;2011-09-18 20:41:40;?
mam15680i01;Amy Hiller;Icey;Icey;2011;Pop;Indie;205;mam156;mine, all mine! records;Amy Hiller;2;2;01;04;1;1;http://www.archive.org/details/Mam156-AmyHiller-Icey2011_886;3;2011-01-30 21:54:14;2011-02-20 19:16:14;2011-01-30 21:54:14, 2011-02-03 22:14:52, 2011-02-20 19:16:14;?
mam15677s02;Amy Hiller;Shhh;Icey;2011;Pop;Indie;210;mam156;mine, all mine! records;Amy Hiller;2;2;02;04;1;1;http://www.archive.org/details/Mam156-AmyHiller-Icey2011_886;3;2011-01-30 21:57:41;2011-02-20 19:19:42;2011-01-30 21:57:41, 2011-02-03 22:18:20, 2011-02-20 19:19:42;?
mam15697t03;Amy Hiller;Tunnock's;Icey;2011;Pop;Indie;234;mam156;mine, all mine! records;Amy Hiller;2;2;03;04;1;1;http://www.archive.org/details/Mam156-AmyHiller-Icey2011_886;3;2011-01-30 22:01:19;2011-02-20 19:23:19;2011-01-30 22:01:19, 2011-02-03 22:21:57, 2011-02-20 19:23:19;?
mam15690c04;Amy Hiller;Catfight;Icey;2011;Pop;Indie;405;mam156;mine, all mine! records;Amy Hiller;2;2;04;04;1;1;http://www.archive.org/details/Mam156-AmyHiller-Icey2011_886;2;2011-01-30 22:06:09;2011-02-20 19:28:09;2011-01-30 22:06:09, 2011-02-20 19:28:09;?
mam17954af01;Ghostkid;A Fleeting Daydream;The Unlikely Future of Reverse Engineering;2011;Hip Hop;Instrumental;195;mam179;mine, all mine! records;Ghostkid;3;2;01;07;1;1;http://www.archive.org/details/Mam179-Ghostkid-TheUnlikelyFutureOfReverseEngineering2011;3;2011-06-20 23:03:46;2011-07-12 00:29:29;2011-06-20 23:03:46, 2011-07-07 21:12:37, 2011-07-12 00:29:29;?
mam17916hf02;Ghostkid;Hopeful for a Future;The Unlikely Future of Reverse Engineering;2011;Hip Hop;Instrumental;210;mam179;mine, all mine! records;Ghostkid;2;2;02;07;1;1;http://www.archive.org/details/Mam179-Ghostkid-TheUnlikelyFutureOfReverseEngineering2011;3;2011-06-20 23:07:01;2011-07-09 17:46:29;2011-06-20 23:07:01, 2011-07-01 21:34:42, 2011-07-09 17:46:29;?
mam17909tw03;Ghostkid;Trainspotting with a Pretty Girl;The Unlikely Future of Reverse Engineering;2011;Hip Hop;Instrumental;245;mam179;mine, all mine! records;Ghostkid;2;2;03;07;1;1;http://www.archive.org/details/Mam179-Ghostkid-TheUnlikelyFutureOfReverseEngineering2011;3;2011-06-20 23:10:31;2011-07-17 15:40:30;2011-06-20 23:10:31, 2011-07-17 15:13:30, 2011-07-17 15:40:30;?
mam17915mw04;Ghostkid;Martian Waving Goodbye;The Unlikely Future of Reverse Engineering;2011;Hip Hop;Instrumental;203;mam179;mine, all mine! records;Ghostkid;2;2;04;07;1;1;http://www.archive.org/details/Mam179-Ghostkid-TheUnlikelyFutureOfReverseEngineering2011;3;2011-06-20 23:14:36;2011-07-17 12:42:07;2011-06-20 23:14:36, 2011-07-16 12:23:24, 2011-07-17 12:42:07;?
mam17969ei05;Ghostkid;Energy in Mid July;The Unlikely Future of Reverse Engineering;2011;Hip Hop;Instrumental;142;mam179;mine, all mine! records;Ghostkid;2;2;05;07;1;1;http://www.archive.org/details/Mam179-Ghostkid-TheUnlikelyFutureOfReverseEngineering2011;2;2011-06-20 23:17:59;2011-07-16 12:21:02;2011-06-20 23:17:59, 2011-07-16 12:21:02;?
mam17908hf06;Ghostkid;Hopeful for a Future (Part 2);The Unlikely Future of Reverse Engineering;2011;Hip Hop;Instrumental;159;mam179;mine, all mine! records;Ghostkid;2;2;06;07;1;1;http://www.archive.org/details/Mam179-Ghostkid-TheUnlikelyFutureOfReverseEngineering2011;2;2011-06-20 23:20:20;2011-07-03 20:35:24;2011-06-20 23:20:20, 2011-07-03 20:35:24;?
mam17963sg07;Ghostkid;Slow Going from Here on Out;The Unlikely Future of Reverse Engineering;2011;Hip Hop;Instrumental;154;mam179;mine, all mine! records;Ghostkid;2;2;07;07;1;1;http://www.archive.org/details/Mam179-Ghostkid-TheUnlikelyFutureOfReverseEngineering2011;1;2011-06-20 23:22:59;2011-06-20 23:22:59;2011-06-20 23:22:59;?
mam20007s01;Jaysynth;Stratus;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;330;mam200;mine, all mine! records;Various Artists;3;2;01;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:05:23;2011-12-23 00:05:23;2011-12-23 00:05:23;?
mam20007s02;We Are Temporary;Swords;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;260;mam200;mine, all mine! records;Various Artists;3;2;02;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-10 12:41:20;2011-12-10 12:41:20;2011-12-10 12:41:20;?
mam20015s03;Beatoven;Springs;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;274;mam200;mine, all mine! records;Various Artists;2;2;03;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:07:31;2011-12-23 00:07:31;2011-12-23 00:07:31;?
mam20092l04;amai;lips;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;92;mam200;mine, all mine! records;Various Artists;1;2;04;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:09:10;2011-12-23 00:09:10;2011-12-23 00:09:10;?
mam20031at05;el-tin fun;and the feud is over;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;275;mam200;mine, all mine! records;Various Artists;3;2;05;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:09:38;2011-12-23 00:09:38;2011-12-23 00:09:38;?
mam20004wh06;D.W. & Co.;Wisconsin Hates You, Scott Walker;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;168;mam200;mine, all mine! records;Various Artists;2;2;06;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:11:59;2011-12-23 00:11:59;2011-12-23 00:11:59;?
mam20034am07;Raphael Tannenberg;Accidental Mullet;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;231;mam200;mine, all mine! records;Various Artists;2;3;07;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:13:12;2011-12-23 00:13:12;2011-12-23 00:13:12;?
mam20021g08;Fourteen Twentysix;Ghost;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;283;mam200;mine, all mine! records;Various Artists;4;1;08;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;3;2011-11-26 16:12:57;2012-01-31 21:17:22;2011-11-26 16:12:57, 2011-12-23 00:13:44, 2012-01-31 21:17:22;?
mam20013tg09;Sadsic;The Governing Smith;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;206;mam200;mine, all mine! records;Various Artists;2;2;09;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;3;2012-01-03 18:32:25;2012-01-31 21:19:33;2012-01-03 18:32:25, 2012-01-06 02:07:51, 2012-01-31 21:19:33;?
mam20016ah10;Myles Coyne & The Rusty Nickel Band;A Hand Of King & Queens;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;180;mam200;mine, all mine! records;Various Artists;2;2;10;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 00:03:18;2012-01-31 21:22:59;2011-12-23 00:03:18, 2012-01-31 21:22:59;?
mam20000c11;Eskimeaux;Curses;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;297;mam200;mine, all mine! records;Various Artists;3;1;11;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:18:11;2011-12-23 00:18:11;2011-12-23 00:18:11;?
mam20026a212;Tom Teslik;Away 2.0;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;310;mam200;mine, all mine! records;Various Artists;3;2;12;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-23 00:21:00;2011-12-23 00:21:00;2011-12-23 00:21:00;?
mam20022di13;Amy Hiller;Don't I;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;347;mam200;mine, all mine! records;Various Artists;3;1;13;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2012-01-03 18:35:50;2012-01-30 21:43:37;2012-01-03 18:35:50, 2012-01-30 21:43:37;?
mam20072gd14;Sampea;Glass Doll;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;269;mam200;mine, all mine! records;Various Artists;3;2;14;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 10:33:43;2011-12-28 01:08:05;2011-12-23 10:33:43, 2011-12-28 01:08:05;?
mam20061li15;Eyes Like Mirrors;Lost In The Changing Tides;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;358;mam200;mine, all mine! records;Various Artists;2;2;15;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 10:38:12;2012-01-30 21:49:24;2011-12-23 10:38:12, 2012-01-30 21:49:24;?
mam20003c16;Golden Donna;Circle;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;278;mam200;mine, all mine! records;Various Artists;3;2;16;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 10:44:10;2011-12-28 16:38:51;2011-12-23 10:44:10, 2011-12-28 16:38:51;?
mam20077sm17;Man Mantis;Several Months Later;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;180;mam200;mine, all mine! records;Various Artists;3;2;17;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;4;2011-11-26 14:53:04;2012-01-30 21:55:22;2011-11-26 14:53:04, 2011-12-23 10:48:48, 2012-01-20 17:57:42, 2012-01-30 21:55:22;?
mam20093ha18;Goldyne Vs Magic JOHNSON;hotrails and caviar;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;97;mam200;mine, all mine! records;Various Artists;2;2;18;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;4;2011-12-10 18:24:30;2012-01-30 21:58:22;2011-12-10 18:24:30, 2011-12-29 14:13:08, 2012-01-22 02:34:02, 2012-01-30 21:58:22;?
mam20046ae19;Joram Feitsma;An Eagle's Trumpet;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;206;mam200;mine, all mine! records;Various Artists;4;1;19;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 10:51:51;2011-12-28 00:52:22;2011-12-23 10:51:51, 2011-12-28 00:52:22;?
mam20075ts20;Index Discount;The Summit;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;166;mam200;mine, all mine! records;Various Artists;3;1;20;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 10:55:17;2012-01-16 22:03:41;2011-12-23 10:55:17, 2012-01-16 22:03:41;?
mam20064ot21;K. Wilhelm;Oh The Places You'll Go;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;100;mam200;mine, all mine! records;Various Artists;2;2;21;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-10 18:07:24;2011-12-10 18:07:24;2011-12-10 18:07:24;?
mam20007fm22;Arafúra;Forget me Not;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;342;mam200;mine, all mine! records;Various Artists;3;1;22;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;3;2011-12-21 23:20:09;2012-01-21 16:21:10;2011-12-21 23:20:09, 2011-12-23 10:58:04, 2012-01-21 16:21:10;?
mam20039n23;John Praw;Nøkken;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;222;mam200;mine, all mine! records;Various Artists;1;1;23;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 11:03:45;2012-01-22 03:11:51;2011-12-23 11:03:45, 2012-01-22 03:11:51;?
mam20031rc24;Penelope Sulla Luna;Rainbow Club;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;270;mam200;mine, all mine! records;Various Artists;2;2;24;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;3;2011-12-23 11:07:27;2012-01-30 21:59:59;2011-12-23 11:07:27, 2012-01-14 22:06:47, 2012-01-30 21:59:59;?
mam20044le25;Ben Willis;Living Eye;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;246;mam200;mine, all mine! records;Various Artists;1;1;25;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-12-23 11:11:57;2012-01-14 22:27:55;2011-12-23 11:11:57, 2012-01-14 22:27:55;?
mam20035ce26;Swallows;Closed Eye Call;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;400;mam200;mine, all mine! records;Various Artists;2;1;26;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;2;2011-11-26 15:05:26;2011-12-16 17:10:36;2011-11-26 15:05:26, 2011-12-16 17:10:36;?
mam20075it27;Darkslider;Into The Dust Storm;Mine All Mine Two Hundred;2011;Pop;Experimental, Compilation;180;mam200;mine, all mine! records;Various Artists;1;1;27;27;1;1;http://www.archive.org/details/Mam200-Va-MineAllMineTwoHundred2011;1;2011-12-09 17:31:19;2011-12-09 17:31:19;2011-12-09 17:31:19;?
mn00176sc01;andrey kiritchenko;speading comets;First;2005;Electronic;Minimal, Techno;274;mn001;Minus N;Various Artists;2;1;01;10;1;1;http://www.archive.org/details/mn001;2;2011-05-28 01:02:20;2011-06-13 13:53:19;2011-05-28 01:02:20, 2011-06-13 13:53:19;?
mn00149dl02;c6;dusty link;First;2005;Electronic;Minimal, Techno;404;mn001;Minus N;Various Artists;2;2;02;10;1;1;http://www.archive.org/details/mn001;1;2011-05-28 01:06:54;2011-05-28 01:06:54;2011-05-28 01:06:54;?
mn00155e503;lod;esponja 5;First;2005;Electronic;Minimal, Techno;325;mn001;Minus N;Various Artists;3;2;03;10;1;1;http://www.archive.org/details/mn001;1;2011-06-09 20:50:18;2011-06-09 20:50:18;2011-06-09 20:50:18;?
mn00199fy04;coeval;fluido y neutro;First;2005;Electronic;Minimal, Techno;262;mn001;Minus N;Various Artists;1;2;04;10;1;1;http://www.archive.org/details/mn001;1;2011-06-09 20:54:58;2011-06-09 20:54:58;2011-06-09 20:54:58;?
mn00186i05;muffrare;itt;First;2005;Electronic;Minimal, Techno;357;mn001;Minus N;Various Artists;2;2;05;10;1;1;http://www.archive.org/details/mn001;1;2011-06-09 20:57:10;2011-06-09 20:57:10;2011-06-09 20:57:10;?
mn00162e06;fracture noise;esc;First;2005;Electronic;Minimal, Techno;307;mn001;Minus N;Various Artists;2;2;06;10;1;1;http://www.archive.org/details/mn001;1;2011-06-09 21:01:17;2011-06-09 21:01:17;2011-06-09 21:01:17;?
mn00153c07;g_n44f;conjunction;First;2005;Electronic;Minimal, Techno;301;mn001;Minus N;Various Artists;1;1;07;10;1;1;http://www.archive.org/details/mn001;1;2011-06-12 00:03:24;2011-06-12 00:03:24;2011-06-12 00:03:24;?
mn00197mc08;irish;mic check;First;2005;Electronic;Minimal, Techno;284;mn001;Minus N;Various Artists;1;1;08;10;1;1;http://www.archive.org/details/mn001;2;2011-06-12 00:05:30;2011-07-03 11:50:26;2011-06-12 00:05:30, 2011-07-03 11:50:26;?
mn00131f09;shalma-;foppish-foppish;First;2005;Electronic;Minimal, Techno;337;mn001;Minus N;Various Artists;2;2;09;10;1;1;http://www.archive.org/details/mn001;2;2011-06-12 00:10:14;2011-07-10 21:15:11;2011-06-12 00:10:14, 2011-07-10 21:15:11;?
mn00195m10;masaya sasaki;major7;First;2005;Electronic;Minimal, Techno;370;mn001;Minus N;Various Artists;2;2;10;10;1;1;http://www.archive.org/details/mn001;1;2011-06-09 22:46:00;2011-06-09 22:46:00;2011-06-09 22:46:00;?
mixg01657tb01;Th.e n.d;The Bane of Tadziu;Metaphors;2010;Electronic;Trip Hop;372;mixg016;Mixgalaxy Records;Th.e n.d;3;1;01;04;1;1;http://www.archive.org/details/MIXG016;2;2010-12-16 23:05:02;2011-08-25 01:17:01;2010-12-16 23:05:02, 2011-08-25 01:17:01;?
mixg01664cs02;Th.e n.d;Chromatic Sins;Metaphors;2010;Electronic;Trip Hop;296;mixg016;Mixgalaxy Records;Th.e n.d;3;2;02;04;1;1;http://www.archive.org/details/MIXG016;1;2010-12-16 23:28:55;2010-12-16 23:28:55;2010-12-16 23:28:55;?
mixg01610kt03;Th.e n.d;Knecht the Catcher;Metaphors;2010;Electronic;Trip Hop;271;mixg016;Mixgalaxy Records;Th.e n.d;2;2;03;04;1;1;http://www.archive.org/details/MIXG016;1;2010-12-16 23:33:40;2010-12-16 23:33:40;2010-12-16 23:33:40;?
mixg01637ww04;Th.e n.d;Wild White;Metaphors;2010;Electronic;Trip Hop;313;mixg016;Mixgalaxy Records;Th.e n.d;2;2;04;04;1;1;http://www.archive.org/details/MIXG016;1;2010-12-16 23:38:28;2010-12-16 23:38:28;2010-12-16 23:38:28;?
mixg01822fs01;Abel;Feel So Good;Music For Danny DeVito;2011;Electronic;Compilation;60;mixg018;Mixgalaxy Records;Various Artists;2;2;01;16;1;1;http://www.archive.org/details/MIXG018;4;2011-02-10 21:14:48;2011-02-20 16:54:13;2011-02-10 21:14:48, 2011-02-10 23:10:27, 2011-02-11 00:17:04, 2011-02-20 16:54:13;?
mixg01833mc02;Grosse;Mousy Cheese Song;Music For Danny DeVito;2011;Electronic;Compilation;157;mixg018;Mixgalaxy Records;Various Artists;1;2;02;16;1;1;http://www.archive.org/details/MIXG018;4;2011-02-10 21:16:20;2011-02-20 16:55:45;2011-02-10 21:16:20, 2011-02-10 23:11:59, 2011-02-11 00:18:36, 2011-02-20 16:55:45;?
mixg01869u03;Cubic;Unded;Music For Danny DeVito;2011;Electronic;Compilation;85;mixg018;Mixgalaxy Records;Various Artists;2;2;03;16;1;1;http://www.archive.org/details/MIXG018;3;2011-02-10 21:18:34;2011-02-20 16:57:59;2011-02-10 21:18:34, 2011-02-10 23:14:13, 2011-02-20 16:57:59;?
mixg01866e04;Zunzagi;Empathy;Music For Danny DeVito;2011;Electronic;Compilation;320;mixg018;Mixgalaxy Records;Various Artists;3;2;04;16;1;1;http://www.archive.org/details/MIXG018;3;2011-02-10 21:21:16;2011-02-20 17:00:41;2011-02-10 21:21:16, 2011-02-10 23:16:55, 2011-02-20 17:00:41;?
mixg01892ng05;VAD;Na Gorke;Music For Danny DeVito;2011;Electronic;Compilation;275;mixg018;Mixgalaxy Records;Various Artists;3;2;05;16;1;1;http://www.archive.org/details/MIXG018;3;2011-02-10 21:26:21;2011-02-20 17:05:46;2011-02-10 21:26:21, 2011-02-10 23:22:00, 2011-02-20 17:05:46;?
mixg01824wh06;Bear and Lampshade;Witch Hunt;Music For Danny DeVito;2011;Electronic;Compilation;132;mixg018;Mixgalaxy Records;Various Artists;3;3;06;16;1;1;http://www.archive.org/details/MIXG018;2;2011-02-10 21:30:09;2011-02-10 23:25:48;2011-02-10 21:30:09, 2011-02-10 23:25:48;?
mixg01858me07;Gipa;Mad Electric Dog;Music For Danny DeVito;2011;Electronic;Compilation;229;mixg018;Mixgalaxy Records;Various Artists;3;3;07;16;1;1;http://www.archive.org/details/MIXG018;2;2011-02-10 21:32:53;2011-02-20 17:10:06;2011-02-10 21:32:53, 2011-02-20 17:10:06;?
mixg01898sa08;PiXtar;Space Adventure;Music For Danny DeVito;2011;Electronic;Compilation;241;mixg018;Mixgalaxy Records;Various Artists;2;2;08;16;1;1;http://www.archive.org/details/MIXG018;2;2011-02-10 21:36:46;2011-02-20 17:13:59;2011-02-10 21:36:46, 2011-02-20 17:13:59;?
mixg01850tb09;Alexander Chereshnev;The Beast (feat. High Knowledge Crew);Music For Danny DeVito;2011;Electronic;Compilation;190;mixg018;Mixgalaxy Records;Various Artists;2;2;09;16;1;1;http://www.archive.org/details/MIXG018;2;2011-02-10 21:40:30;2011-02-20 17:17:43;2011-02-10 21:40:30, 2011-02-20 17:17:43;?
mixg01858fd10;Gerdes & Herr Bubenschtolz;Friendship Dance;Music For Danny DeVito;2011;Electronic;Compilation;417;mixg018;Mixgalaxy Records;Various Artists;1;2;10;16;1;1;http://www.archive.org/details/MIXG018;1;2011-02-10 21:44:55;2011-02-10 21:44:55;2011-02-10 21:44:55;?
mixg01830wo11;YARA*;Walk On Clouds;Music For Danny DeVito;2011;Electronic;Compilation;373;mixg018;Mixgalaxy Records;Various Artists;3;1;11;16;1;1;http://www.archive.org/details/MIXG018;2;2011-02-10 21:51:38;2011-02-20 17:21:53;2011-02-10 21:51:38, 2011-02-20 17:21:53;?
mixg01886eo12;Jacobo;Eto ot Uma (feat. Mushroomsband);Music For Danny DeVito;2011;Electronic;Compilation;253;mixg018;Mixgalaxy Records;Various Artists;2;1;12;16;1;1;http://www.archive.org/details/MIXG018;3;2011-02-10 21:57:11;2011-02-26 11:38:29;2011-02-10 21:57:11, 2011-02-20 17:27:27, 2011-02-26 11:38:29;?
